#sgRNA,Time,Rep1,Rep1,Avg1,Avg,SD,Condition,Strain,Other Name,sgRNA,ss,,sgRNA_#,Gene,Product,Locus Tag,EG,K56-2_Locus_Tag,Stock,Stock2,Leg,Leg2,Legend,Pathway,COG,COD ID
,15.5,0.019,0.019,0.019,0.019,0,(+) Rhamnose,,0,2011,CRISPRi Mutants,_,2011_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1027,1027,(,),2011(1027),Metabolic pathways,C,COG1894
,16,0.021,0.021,0.021,0.021,0,(+) Rhamnose,,0,2011,CRISPRi Mutants,_,2011_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1027,1027,(,),2011(1027),Metabolic pathways,C,COG1894
,16.5,0.024,0.024,0.024,0.024,0,(+) Rhamnose,,0,2011,CRISPRi Mutants,_,2011_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1027,1027,(,),2011(1027),Metabolic pathways,C,COG1894
,17,0.028,0.028,0.028,0.028,0,(+) Rhamnose,,0,2011,CRISPRi Mutants,_,2011_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1027,1027,(,),2011(1027),Metabolic pathways,C,COG1894
,17.5,0.033,0.033,0.033,0.033,0,(+) Rhamnose,,0,2011,CRISPRi Mutants,_,2011_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1027,1027,(,),2011(1027),Metabolic pathways,C,COG1894
,18,0.04,0.04,0.04,0.04,0,(+) Rhamnose,,0,2011,CRISPRi Mutants,_,2011_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1027,1027,(,),2011(1027),Metabolic pathways,C,COG1894
,18.5,0.049,0.049,0.049,0.049,0,(+) Rhamnose,,0,2011,CRISPRi Mutants,_,2011_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1027,1027,(,),2011(1027),Metabolic pathways,C,COG1894
,19,0.061,0.061,0.061,0.061,0,(+) Rhamnose,,0,2011,CRISPRi Mutants,_,2011_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1027,1027,(,),2011(1027),Metabolic pathways,C,COG1894
,19.5,0.077,0.077,0.077,0.077,0,(+) Rhamnose,,0,2011,CRISPRi Mutants,_,2011_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1027,1027,(,),2011(1027),Metabolic pathways,C,COG1894
,0,0.008,0.008,0.01995,0.01995,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,1,0.007,0.007,0.00875,0.00875,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,2,0.01325,0.007,0.007,0.007,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,3,0.02025,0.007,0.02075,0.02075,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,4,0.007,0.007,0.007,0.007,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,5,0.007,0.007,0.007,0.007,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,6,0.007,0.007,0.007,0.007,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,6.5,0.007,0.007,0.007,0.007,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,7,0.007,0.007,0.007,0.007,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,7.5,0.007,0.007,0.007,0.007,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,8,0.007,0.007,0.007,0.007,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,8.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,9,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,9.5,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,10,0.008,0.008,0.008,0.008,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,10.5,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,11,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,11.5,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,12,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,12.5,0.01,0.01,0.01,0.01,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,13,0.011,0.011,0.011,0.011,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,13.5,0.012,0.012,0.012,0.012,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,14,0.013,0.013,0.013,0.013,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,14.5,0.014,0.014,0.014,0.014,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,15,0.016,0.016,0.016,0.016,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,15.5,0.018,0.018,0.018,0.018,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,16,0.02,0.02,0.02,0.02,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,16.5,0.025,0.025,0.025,0.025,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,17,0.029,0.029,0.029,0.029,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,17.5,0.035,0.035,0.035,0.035,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,18,0.044,0.044,0.044,0.044,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,18.5,0.055,0.055,0.055,0.055,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,19,0.071,0.071,0.071,0.071,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,19.5,0.091,0.091,0.091,0.091,0,(+) Rhamnose,,0,2012,CRISPRi Mutants,_,2012_0,WQ49_RS27895,"NADH oxidoreductase (quinone), F subunit",0,WQ49_RS27895,K562_RS06870,1028,1028,(,),2012(1028),Metabolic pathways,C,COG1894
,0,0.011,0.011,0.01995,0.01995,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,1,0.011,0.011,0.00875,0.00875,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,2,0.01325,0.01,0.007,0.007,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,3,0.02025,0.01,0.02075,0.02075,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,4,0.01,0.01,0.01,0.01,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,5,0.011,0.011,0.011,0.011,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,6,0.013,0.013,0.013,0.013,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,6.5,0.014,0.014,0.014,0.014,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,7,0.016,0.016,0.016,0.016,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,7.5,0.019,0.019,0.019,0.019,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,8,0.023,0.023,0.023,0.023,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,8.5,0.029,0.029,0.029,0.029,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,9,0.037,0.037,0.037,0.037,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,9.5,0.05,0.05,0.05,0.05,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,10,0.067,0.067,0.067,0.067,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,10.5,0.092,0.092,0.092,0.092,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,11,0.124,0.124,0.124,0.124,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,11.5,0.169,0.169,0.169,0.169,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,12,0.229,0.229,0.229,0.229,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,12.5,0.304,0.304,0.304,0.304,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,13,0.402,0.402,0.402,0.402,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,13.5,0.497,0.497,0.497,0.497,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,14,0.588,0.588,0.588,0.588,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,14.5,0.665,0.665,0.665,0.665,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,15,0.733,0.733,0.733,0.733,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,15.5,0.789,0.789,0.789,0.789,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,16,0.83,0.83,0.83,0.83,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,16.5,0.865,0.865,0.865,0.865,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,17,0.894,0.894,0.894,0.894,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,17.5,0.921,0.921,0.921,0.921,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,18,0.942,0.942,0.942,0.942,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,18.5,0.959,0.959,0.959,0.959,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,19,0.969,0.969,0.969,0.969,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,19.5,0.973,0.973,0.973,0.973,0,(+) Rhamnose,,0,2013,CRISPRi Mutants,_,2013_0,WQ49_RS28135,transporter MotA/TolQ/ExbB proton channel familyprotein,0,WQ49_RS28135,K562_RS07115,1029,1029,(,),2013(1029),Others,U,COG0811
,0,0.01,0.01,0.01995,0.01995,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,1,0.009,0.009,0.00875,0.00875,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,2,0.01325,0.009,0.009,0.009,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,3,0.02025,0.009,0.02075,0.02075,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,4,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,5,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,6,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,6.5,0.009,0.009,0.009,0.009,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,7,0.01,0.01,0.01,0.01,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,7.5,0.01,0.01,0.01,0.01,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,8,0.011,0.011,0.011,0.011,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,8.5,0.011,0.011,0.011,0.011,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,9,0.012,0.012,0.012,0.012,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,9.5,0.014,0.014,0.014,0.014,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,10,0.016,0.016,0.016,0.016,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,10.5,0.018,0.018,0.018,0.018,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,11,0.021,0.021,0.021,0.021,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,11.5,0.025,0.025,0.025,0.025,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,12,0.03,0.03,0.03,0.03,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,12.5,0.036,0.036,0.036,0.036,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,13,0.045,0.045,0.045,0.045,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,13.5,0.056,0.056,0.056,0.056,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
,14,0.068,0.068,0.068,0.068,0,(+) Rhamnose,,0,2014,CRISPRi Mutants,_,2014_0,WQ49_RS28560,bifunctional protein FolD,0,WQ49_RS28560,K562_RS07535,1030,1030,(,),2014(1030),Carbon fixation pathways in prokaryotes,H,COG0190
