OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
2352240	206564530	BCAM2692	3043895	3044644	-	249	COG1414K	IclR family regulatory protein
2352241	206564542	BCAM2704	3058590	3060512	+	640	COG3829KT	putative sigma interaction-related Fis-family transcriptional regulator
2352242	206564543	BCAM2705	3060528	3061181	-	217	COG5516R	hypothetical protein
2352243	206564544	BCAM2706	3061436	3061819	+	127	COG0346E	putative glyoxalase/bleomycin resistance protein
2352244	206564545	BCAM2707	3062007	3062855	-	282	COG0179Q	putative FAA-hydrolase family protein
2352245	206564546	BCAM2708	3063512	3064333	+	273	COG1414K	IclR family regulatory protein
2352246	206564547	BCAM2709	3064519	3065061	+	180	-	hypothetical protein
2352247	206564548	BCAM2710	3065717	3068074	-	785	COG1042C	putative acetyl-CoA synthetase
2352248	206564549	BCAM2711	3068656	3068961	-	101	COG2916R	H-NS histone family protein
2352249	206564550	BCAM2712	3069065	3069337	-	90	-	hypothetical protein
2352250	206564551	BCAM2713	3069399	3069926	-	175	-	hypothetical protein
2352251	206564552	BCAM2714	3070213	3071232	-	339	COG3547L	putative transposase
2352252	206564553	BCAM2715	3071407	3072894	-	495	COG3829KT	putative sigma-54 dependent transcriptional regulator
2352253	206564554	BCAM2716	3073211	3074614	+	467	COG2610GE	putative citrate transporter
2352254	206564555	BCAM2717	3074960	3075211	+	83	-	hypothetical protein
2352255	206564556	BCAM2718	3075251	3076846	-	531	COG2143O	putative lipoprotein
2352256	206564557	BCAM2719	3077106	3077669	-	187	COG1670J	GNAT family acetyltransferase
2352257	206564558	BCAM2720	3078187	3080526	+	779	COG3511M	putative phospholipase C
2352258	206564559	BCAM2721	3080803	3081072	+	89	-	hypothetical protein
2352259	206564560	BCAM2722	3081227	3082219	+	330	COG0586S	hypothetical protein
2352260	206564561	BCAM2723	3082281	3083753	-	490	-	putative outer membrane porin protein
2352261	206564567	BCAM2729	3089573	3090151	-	192	COG1917S	MerR family regulatory protein
2352262	206564568	BCAM2730	3090651	3092168	+	505	COG3104E	putative tripeptide permease
2352263	206564569	BCAM2731	3092538	3093662	-	374	COG4645S	hypothetical protein
2352264	206564572	BCAM2735	3095436	3096443	+	335	COG0451MG	NAD dependent epimerase/dehydratase family protein
2352265	206564573	BCAM2736	3096552	3097967	+	471	-	hypothetical protein
2352266	206564574	BCAM2737	3098076	3099263	-	395	COG1215M	putative glycosyl transferase
2352267	206564577	BCAM2739A	3101938	3102198	-	86	-	hypothetical protein
2352268	206564578	BCAM2740	3102365	3102844	-	159	-	hypothetical protein
2352269	206564579	BCAM2741	3103068	3103445	-	125	-	hypothetical protein
2352270	206564580	BCAM2742	3103935	3104288	+	117	COG3805Q	hypothetical protein
2352271	206564581	BCAM2743	3104407	3104832	+	141	COG4319S	hypothetical protein
2352272	206564582	BCAM2744	3104893	3105513	-	206	COG1272R	haemolysin-III related protein
2352273	206564589	BCAM2751	3111248	3112252	+	334	COG0583K	LysR family regulatory protein
2352274	206564593	BCAM2755	3114604	3115032	-	142	-	hypothetical protein
2352275	206564594	BCAM2756	3115330	3116046	-	238	COG2197TK	two-component regulatory system response regulator protein
2352276	206564595	BCAM2757	3116427	3118961	+	844	COG0642T	two-component regulatory system sensor kinase protein
2352277	206564601	BCAM2763	3127202	3128332	-	376	COG0722E	phospho-2-dehydro-3-deoxyheptonate aldolase
2352278	206564602	BCAM2764	3128525	3129841	-	438	-	putative exported lipase
2352279	206564603	BCAM2765	3130245	3130799	+	184	-	hypothetical protein
2352280	206564604	BCAM2766	3130855	3132120	+	421	-	hypothetical protein
2352281	206564605	BCAM2767	3132164	3132874	-	236	COG3132S	hypothetical protein
2352282	206564606	BCAM2769	3133305	3134042	+	245	COG1028IQR	short chain dehydrogenase
2352283	206564614	BCAM2777	3140222	3141085	+	287	COG0583K	LysR family regulatory protein
2352284	206564618	BCAM2781	3144584	3145192	+	202	COG3134S	hypothetical protein
2352285	206564619	BCAM2782	3145346	3145915	+	189	COG1670J	putative acetyltransferase protein
2352286	206564620	BCAM2783	3145988	3147985	-	665	COG5434M	putative polygalacturonate hydrolase
2352287	206564621	BCAM2784	3148350	3149708	+	452	COG0001H	aminotransferase
2352288	206564624	BCAM2787	3152412	3152888	+	158	COG1522K	AsnC family regulatory protein
2352289	206564627	BCAM2790	3155931	3157136	-	401	COG2814G	putative 3-hydroxyphenylpropionic transporter MhpT
2352290	206564631	BCAM2794	3161846	3162349	-	167	COG1846K	MarR family regulatory protein
2352291	206564638	BCAM2801	3169156	3170907	-	583	COG0129EG	dihydroxy-acid dehydratase
2352292	206564639	BCAM2802	3171022	3171972	+	316	COG0583K	LysR family regulatory protein
2352293	206564640	BCAM2803	3171991	3172479	-	162	COG1764O	putative stress-induced protein
2352294	206564641	BCAM2804	3172582	3173241	+	219	COG1802K	GntR family regulatory protein
2352295	206564642	BCAM2805	3173269	3174294	-	341	COG1609K	LacI family regulatory protein
2352296	206564648	BCAM2811	3181043	3181306	-	87	-	hypothetical protein
2352297	206564649	BCAM2812	3181524	3182468	+	314	COG0583K	LysR family regulatory protein
2352298	206564650	BCAM2813	3182543	3182947	-	134	-	hypothetical protein
2352299	206564651	BCAM2814	3183098	3184552	-	484	COG0513LKJ	putative ATP-dependent RNA helicase RhlE
2352300	206564652	BCAM2815	3184588	3186090	-	500	COG2070R	putative 2-nitropropane dioxygenase
2352301	206564653	BCAM2816	3186286	3187050	-	254	COG2186K	DNA-binding transcriptional regulator GlcC
2352302	206564659	BCAM2822	3194274	3195839	+	521	COG3706T	putative diguanylate cyclase
2352303	206564662	BCAM2825	3198119	3199639	-	506	COG2814G	major facilitator superfamily protein
2352304	206564663	BCAM2826	3199785	3200423	+	212	COG1309K	TetR family regulatory protein
2352305	206564664	BCAM2827	3200505	3201101	-	198	COG2854Q	hypothetical protein
2352306	206564671	BCAM2834	3210238	3210570	-	110	-	hypothetical protein
2352307	206564672	BCAM2835	3210762	3211646	+	294	COG2267I	putative esterase
2352308	206564673	BCAM2836	3211666	3212604	-	312	COG2199T	putative diguanylate cyclase
2352309	206564674	BCAM2839	3214059	3216308	+	749	COG0642T	two-component regulatory system sensor kinase protein
2352310	206564675	BCAM2840	3216369	3216923	-	184	COG0431R	putative NADPH-dependent FMN reductase

OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
453356	197294854	BCAS0002	1413	2444	-	343	COG1475K	putative chromosome partitioning protein
453356	197294855	BCAS0003	2437	3132	-	231	COG1192D	ParA protein
453357	197294866	BCAS0014	14897	16384	-	495	COG1538MU	outer membrane efflux protein
453357	197294867	BCAS0015	16381	17358	-	325	COG1566V	efflux system transport protein
453357	197294868	BCAS0016	17360	17572	-	70	-	hypothetical protein
453357	197294869	BCAS0017	17607	19730	-	707	COG1289S	putative fusaric acid resistance transporter protein
453357	197294870	BCAS0018	19727	20206	-	159	COG1846K	MarR family regulatory protein
453358	197294871	BCAS0019	20532	21392	+	286	COG3777S	hypothetical protein
453358	197294872	BCAS0020	21431	22594	+	387	COG1960I	putative acyl-CoA dehydrogenase
453358	197294873	BCAS0021	22607	23785	+	392	COG1804C	putative CoA-transferase
453358	197294874	BCAS0022	23805	25202	+	465	COG2079R	putative MmgE/Prp family protein
453358	197294875	BCAS0023	25199	26002	+	267	COG2301G	HpcH/HpaI aldolase/citrate lyase family protein
453359	197294876	BCAS0024	26181	27593	+	470	COG1167KE	GntR family regulatory protein
453359	197294877	BCAS0025	27692	28672	+	326	COG1171E	threonine dehydratase
453359	197294878	BCAS0026	28674	29678	+	334	COG2423E	ectoine utilization protein EutC
453360	197294879	BCAS0027	29689	30897	+	402	COG0006E	putative metallopeptidase
453360	197294880	BCAS0028	30902	31927	+	341	COG3608R	succinylglutamate desuccinylase/aspartoacylase family protein
453360	197294881	BCAS0029	31941	32411	+	156	COG1522K	putative LRP family transcriptional regulator
453361	197294882	BCAS0030	32533	34011	+	492	COG1012C	putative succinate-semialdehyde dehydrogenase (NADP+)
453361	197294883	BCAS0031	34032	35426	+	464	COG0161H	hypothetical protein
453362	197294884	BCAS0032	35528	36052	+	174	COG2963L	putative transposase
453362	197294885	BCAS0033	36052	36888	+	278	COG2801L	putative transposase
453363	197294889	BCAS0037	40831	42102	+	423	COG2814G	Major Facilitator Superfamily protein
453363	197294890	BCAS0038	42175	43065	+	296	COG3618R	putative aminohydrolase
453363	197294891	BCAS0039	43074	43961	+	295	COG2513G	putative carboxyvinyl-carboxyphosphonate phosphorylmutase
453363	197294892	BCAS0040	44026	45354	+	442	COG2814G	alpha-ketoglutarate permease
453364	197294893	BCAS0041	45529	46929	+	466	COG1509E	radical SAM superfamily protein
453364	197294894	BCAS0042	46926	48071	+	381	COG0665E	putative FAD-dependent oxidoreductase
453364	197294895	BCAS0043	48068	49423	+	451	COG3486Q	putative L-lysine 6-monooxygenase
453364	197294896	BCAS0044	49439	50704	+	421	COG0439I	putative phosphoribosylglycinamide synthetase protein
453364	197294897	BCAS0045	50718	52313	+	531	COG0143J	methionyl-tRNA synthetase
453364	197294898	BCAS0046	52310	53491	+	393	COG1804C	putative CoA-transferase
453364	197294899	BCAS0047	53478	53828	+	116	COG0662G	hypothetical protein
453364	197294900	BCAS0048	53818	54975	+	385	COG0665E	putative prephenate dehydrogenase
453364	197294901	BCAS0049	54927	55850	+	307	COG0679R	putative auxin efflux carrier family protein
453365	197294911	BCAS0059	68165	68467	-	100	-	putative DNA-binding protein
453365	197294912	BCAS0060	68555	69688	-	377	COG0683E	extracellular amino acid-binding protein
453366	197294915	BCAS0063	72518	73183	+	221	-	hypothetical protein
453366	197294916	BCAS0064	73241	73708	+	155	-	hypothetical protein
453367	197294917	BCAS0065	73826	74470	-	214	COG0625O	putative glutathione S-transferase
453367	197294918	BCAS0066	74573	75745	-	390	COG3203M	putative porin
453368	197294926	BCAS0074	83072	83791	+	239	-	hypothetical protein
453368	197294927	BCAS0075	83802	84848	+	348	COG1064R	putative alcohol dehydrogenase
453368	197294928	BCAS0076	84845	85564	+	239	-	hypothetical protein
453368	197294929	BCAS0077	85610	86464	+	284	COG0596R	putative hydrolase
453368	197294930	BCAS0078	86496	87503	+	335	COG0604CR	putative dehydrogenase, zinc-containing
453368	197294931	BCAS0079	87536	88357	+	273	COG0596R	non-heme chloroperoxidase
453369	197294937	BCAS0085	94498	94923	+	141	COG1764O	organic hydroperoxide resistance protein
453369	197294938	BCAS0086	94981	96015	+	344	COG0657I	putative exported lipase
453370	197294939	BCAS0087	96271	96642	+	123	COG1380R	LrgA family membrane protein
453370	197294940	BCAS0088	96639	97373	+	244	COG1346M	LrgB family membrane protein
453371	197294942	BCAS0090	98014	98616	-	200	COG0655R	TrpR binding protein WrbA
453371	197294943	BCAS0091	98678	99403	-	241	COG1741R	putative pirin family protein
453372	197294946	BCAS0094	101895	102092	+	65	-	hypothetical protein
453372	197294947	BCAS0095	102175	103569	+	464	COG0591ER	putative sodium:solute symporter family protein
453372	197294948	BCAS0096	103591	105258	+	555	COG1574R	amidohydrolase family protein
453372	197294949	BCAS0097	105282	106283	+	333	COG0523R	putative cobalamin synthesis protein
453373	197294952	BCAS0100	108827	109759	+	310	COG0524G	putative ribokinase
453373	197294953	BCAS0101	109805	111139	+	444	COG2271G	Major Facilitator Superfamily protein
453373	197294954	BCAS0102	111183	112130	+	315	COG0329EM	dihydrodipicolinate synthetase family protein
453374	197294958	BCAS0106	116934	118331	+	465	COG1808S	hypothetical protein
453374	197294959	BCAS0107	118392	119309	+	305	COG0583K	LysR family regulatory protein
453375	197294960	BCAS0108	119493	120821	+	442	COG2814G	Major Facilitator Superfamily protein
453375	197294961	BCAS0109	120912	121895	+	327	COG3608R	succinylglutamate desuccinylase/aspartoacylase family protein
453376	197294962	BCAS0110	122259	123119	+	286	COG0834ET	periplasmic solute-binding protein
453376	197294963	BCAS0111	123212	123934	+	240	COG4215E	putative binding-protein-dependent transport system protein
453376	197294964	BCAS0112	123947	124693	+	248	COG4160E	putative binding-protein-dependent transport system protein
453376	197294965	BCAS0113	124721	125512	+	263	COG4598E	ABC transporter ATP-binding protein
453376	197294966	BCAS0114	125520	127013	+	497	COG2986E	putative histidine ammonia-lyase
453376	197294967	BCAS0115	127064	127819	+	251	COG2188K	GntR family regulatory protein
453377	197294971	BCAS0119	131188	132435	+	415	COG2814G	Major Facilitator Superfamily protein
453377	197294972	BCAS0120	132480	133037	+	185	COG1611R	hypothetical protein
453378	197294974	BCAS0122	134527	135921	+	464	COG2271G	putative transporter protein
453378	197294975	BCAS0123	135937	136776	+	279	COG1414K	putative transcriptional regulator
453379	197294980	BCAS0128	141257	142432	-	391	COG1125E	ABC transporter ATP-binding protein
453379	197294981	BCAS0129	142429	143082	-	217	COG1174E	putative binding-protein-dependent transport system protein
453379	197294982	BCAS0130	143093	144004	-	303	COG1732M	putative ABC transporter substrate-binding protein
453379	197294983	BCAS0131	144001	144717	-	238	COG1174E	putative binding-protein-dependent transport system protein
453380	197294984	BCAS0132	145281	146210	-	309	COG0010E	putative amidinohydrolase
453380	197294985	BCAS0133	146259	147560	-	433	COG2271G	putative transporter protein
453381	197294988	BCAS0136	150031	151419	+	462	COG0531E	putative amino acid permease
453381	197294989	BCAS0137	151470	152867	+	465	COG0161H	hypothetical protein
453381	197294990	BCAS0138	152898	154337	+	479	COG1012C	putative aldehyde dehydrogenase
453382	197294992	BCAS0140	155503	156711	+	402	COG0683E	hypothetical protein
453382	197294993	BCAS0141	156782	157642	+	286	COG0559E	putative transport system protein
453382	197294994	BCAS0142	157639	158682	+	347	COG4177E	putative amino-acid transport system protein
453382	197294995	BCAS0143	158679	159446	+	255	COG0411E	ABC transporter ATP-binding protein
453382	197294996	BCAS0144	159446	160144	+	232	COG0410E	ABC transporter ATP-binding protein
453382	197294997	BCAS0145	160179	161468	+	429	COG0624E	metallo peptidase
453382	197294998	BCAS0146	161465	162967	+	500	COG5476S	putative MlrC family protein
453383	197295004	BCAS0153	169708	171714	-	668	COG0790R	hypothetical protein
453383	197295005	BCAS0154	171711	172493	-	260	-	hypothetical protein
453383	197295006	BCAS0155	172487	173794	-	435	-	hypothetical protein
453384	197295010	BCAS0159	177212	178231	+	339	COG0667C	putative dehydrogenase
453384	197295011	BCAS0160	178249	178665	+	138	-	hypothetical protein
453385	197295013	BCAS0162	179939	180721	-	260	COG0834ET	periplasmic solute-binding protein
453385	197295014	BCAS0163	180762	182198	-	478	COG1251C	putative pyridine nucleotide-disulphide oxidoreductase
453385	197295015	BCAS0164	182195	182494	-	99	COG1034C	hypothetical protein
453385	197295016	BCAS0165	182487	183605	-	372	COG0665E	putative FAD dependent oxidoreductase
453386	197295022	BCAS0171	189318	190091	+	257	COG0599S	putative carboxymuconolactone decarboxylase
453386	197295023	BCAS0172	190120	190857	+	245	COG4221R	putative dehydrogenase
453386	197295024	BCAS0173	190906	191133	+	75	COG1942R	putative tautomerase
453387	197295025	BCAS0174	191421	191786	-	121	-	hypothetical protein
453387	197295026	BCAS0175	191783	192730	-	315	COG2267I	putative hydrolase
453387	197295027	BCAS0176	192780	193673	-	297	COG0583K	LysR family regulatory protein
453388	197295028	BCAS0177	193841	194371	+	176	-	hypothetical protein
453388	197295029	BCAS0178	194364	194690	+	108	-	hypothetical protein
453388	197295030	BCAS0179	194709	195554	+	281	COG0491R	metallo-beta-lactamase superfamily protein
453389	197295033	BCAS0183	198480	199397	+	305	-	hypothetical protein
453389	197295034	BCAS0184	199441	200691	+	416	COG3268S	putative saccharopine dehydrogenase
453390	197295043	BCAS0192	206519	207508	-	329	COG2207K	AraC family regulatory protein
453390	197295044	BCAS0193	207505	208563	-	352	COG0451MG	putative dehydrogenase
453391	197295048	BCAS0197	214032	215018	+	328	COG1638G	putative periplasmic solute-binding protein
453391	197295049	BCAS0198	215015	215587	+	190	COG3090G	putative transporter protein
453391	197295050	BCAS0199	215592	216944	+	450	COG1593G	putative transporter protein-Dct family
453392	197295051	BCAS0201	217322	218740	-	472	COG0277C	putative FAD dependent oxidoreductase
453392	197295052	BCAS0202	218743	219285	-	180	-	hypothetical protein
453392	197295053	BCAS0203	219323	220402	-	359	COG0842V	ABC transporter protein
453392	197295054	BCAS0204	220395	221417	-	340	COG1131V	ABC transporter ATP-binding protein
453392	197295055	BCAS0205	221420	222484	-	354	COG2175Q	TauD/TfdA taurine catabolism dioxygenase family protein
453392	197295056	BCAS0206	222488	223150	-	220	COG2226H	putative methyltransferase family protein
453392	197295057	BCAS0207	223180	224424	-	414	COG0372C	hypothetical protein
453392	197295058	BCAS0208	224426	226276	-	616	COG1960I	putative acyl-CoA dehydrogenase
453392	197295059	BCAS0209	226276	227367	-	363	-	hypothetical protein
453392	197295060	BCAS0210	227364	228947	-	527	COG0318IQ	putative AMP-binding enzyme
453392	197295061	BCAS0211	228964	230139	-	391	COG0019E	putative pyridoxal-dependent decarboxylase
453392	197295062	BCAS0212	230129	231112	-	327	COG3425I	hypothetical protein
453392	197295063	BCAS0213	231116	232099	-	327	-	hypothetical protein
453392	197295064	BCAS0214	232101	232730	-	209	-	hypothetical protein
453392	197295065	BCAS0215	232732	233607	-	291	-	hypothetical protein
453392	197295066	BCAS0216	233615	233869	-	84	-	putative acyl carrier protein
453392	197295067	BCAS0217	233928	235013	-	361	-	hypothetical protein
453392	197295068	BCAS0218	235027	236355	-	442	-	hypothetical protein
453392	197295069	BCAS0219	236345	237088	-	247	-	hypothetical protein
453392	197295070	BCAS0220	237085	238302	-	405	COG4591M	putative permease
453393	197295072	BCAS0223	241076	242071	+	331	COG3239I	putative fatty acid desaturase
453393	197295073	BCAS0224	242104	242955	+	283	-	hypothetical protein
453394	197295078	BCAS0229	248740	249702	+	320	COG1879G	putative periplasmic sugar-binding protein
453394	197295079	BCAS0230	249763	251277	+	504	COG1129G	putative sugar ABC transporter ATP-binding protein
453394	197295080	BCAS0231	251274	252317	+	347	COG1172G	putative transport system protein
453394	197295081	BCAS0232	252314	253402	+	362	COG1172G	inner membrane ABC transporter permease protein YjfF
453394	197295082	BCAS0233	253437	253724	+	95	-	hypothetical protein
453395	197295083	BCAS0234	253744	256044	-	766	COG0642T	hybrid two-component system kinase-response regulator protein
453395	197295084	BCAS0235	256079	256912	-	277	COG0745TK	two-component regulatory system, response regulator protein
453396	197295090	BCAS0240	270683	271624	-	313	COG0834ET	periplasmic solute-binding protein
453396	197295091	BCAS0241	271638	272945	-	435	COG1301C	putative sodium:dicarboxylate symporter family protein
453397	197295094	BCAS0244	274432	274638	-	68	-	hypothetical protein
453397	197295095	BCAS0245	274648	274860	-	70	COG0828J	30S ribosomal protein S21
453397	197295096	BCAS0245A	274896	275105	-	69	-	hypothetical protein
453398	197295099	BCAS0248	276317	277279	+	320	COG4275S	chromate resistance exported protein
453398	197295100	BCAS0249	277299	278471	+	390	COG2059P	chromate resistance transport protein
453398	197295101	BCAS0250	278486	278947	+	153	COG4275S	hypothetical protein
453399	197295104	BCAS0253	281590	282486	-	298	COG1893H	2-dehydropantoate 2-reductase
453399	197295105	BCAS0254	282483	283706	-	407	COG2814G	Major Facilitator Superfamily protein
453400	197295109	BCAS0258	287501	288163	+	220	COG1802K	GntR family regulatory protein
453400	197295110	BCAS0259	288147	289385	+	412	COG1301C	putative sodium:dicarboxylate symporter family protein
453401	197295119	BCAS0270	299995	300750	+	251	COG3665S	hypothetical protein
453401	197295120	BCAS0271	300747	301418	+	223	COG3665S	hypothetical protein
453401	197295121	BCAS0272	301507	305127	+	1206	COG4770I	urea amidolyase urea carboxylase subunit
453401	197295122	BCAS0273	305124	306995	+	623	COG0154J	urea amidolyase allophanate hydrolase subunit
453401	197295123	BCAS0274	307060	308034	+	324	COG0600P	putative binding-protein-dependent transport system protein
453401	197295124	BCAS0275	308080	308991	+	303	COG1116P	ABC transporter ATP-binding protein
453402	197295126	BCAS0277	310195	311643	-	482	COG1012C	putative aldehyde dehydrogenase
453402	197295127	BCAS0278	311647	312750	-	367	COG0473CE	tartrate dehydrogenase
453403	197295134	BCAS0285	319279	320487	-	402	COG0439I	hypothetical protein
453403	197295135	BCAS0286	320525	321469	-	314	-	hypothetical protein
453404	197295137	BCAS0288	322529	323797	-	422	COG0439I	putative phosphoribosylglycinamide synthetase protein
453404	197295138	BCAS0289	323849	325291	-	480	-	putative multidrug resistance transporter protein
453405	197295143	BCAS0294	329333	329716	-	127	COG2246S	putative GtrA-like family protein
453405	197295144	BCAS0295	329730	330773	-	347	COG0463M	glycosyltransferase
453405	197295145	BCAS0296	330798	332177	-	459	-	hypothetical protein
453405	197295146	BCAS0297	332174	333412	-	412	-	hypothetical protein
453406	197295149	BCAS0300	335071	335289	+	72	-	flp type pilus subunit
453406	197295150	BCAS0301	335318	335857	+	179	COG4960OU	putative flp type pilus leader peptidase
453406	197295151	BCAS0302	335901	337301	+	466	COG0606O	hypothetical protein
453406	197295152	BCAS0303	337337	338176	+	279	COG3745U	putative flp type pilus assembly protein
453407	197295153	BCAS0304	338281	340215	+	644	COG4964U	flp type pilus assembly protein
453407	197295154	BCAS0305	340236	340532	+	98	-	putative lipoprotein
453407	197295155	BCAS0306	340558	341829	+	423	COG4655S	hypothetical protein
453407	197295156	BCAS0307	341843	342379	+	178	COG4961U	putative flp type pilus assembly protein
453407	197295157	BCAS0308	342376	342819	+	147	COG4961U	putative flp type pilus assembly protein
453407	197295158	BCAS0309	342842	344050	+	402	COG4963U	flp pilus type assembly-related protein
453407	197295159	BCAS0310	344069	345436	+	455	COG4962U	flp pilus assembly ATPase
453407	197295160	BCAS0311	345472	346449	+	325	COG4965U	flp type pilus assembly protein
453407	197295161	BCAS0312	346486	347460	+	324	COG2064NU	flp type pilus assembly protein
453408	197295162	BCAS0313	347740	348690	-	316	COG4313C	hypothetical protein
453408	197295163	BCAS0314	348727	349254	-	175	COG1853R	putative reductase
453408	197295164	BCAS0315	349260	350498	-	412	COG0654HC	hypothetical protein
453408	197295165	BCAS0316	350566	351354	-	262	COG1028IQR	short chain dehydrogenase
453408	197295166	BCAS0317	351395	352642	-	415	COG0412Q	dienelactone hydrolase family protein
453409	197295168	BCAS0319	354215	356707	-	830	COG1529C	putative oxidoreductase
453409	197295169	BCAS0320	356729	357187	-	152	COG2080C	isoquinoline 1-oxidoreductase alpha subunit
453410	197295173	BCAS0324	376310	377464	+	384	COG3839G	sugar ABC transporter ATP-binding protein
453410	197295174	BCAS0325	377529	378767	+	412	COG1653G	putative periplasmic solute-binding protein
453410	197295175	BCAS0326	378845	379762	+	305	COG1175G	putative binding-protein-dependent transport system protein
453410	197295176	BCAS0327	379786	380637	+	283	COG0395G	putative binding-protein-dependent transport system protein
453410	197295177	BCAS0328	380674	382644	+	656	COG1874G	beta-galactosidase
453410	197295178	BCAS0329	382649	383938	+	429	-	putative sugar efflux transporter
453411	197295189	BCAS0340	397530	398342	-	270	COG1116P	ABC transporter ATP-binding protein
453411	197295190	BCAS0341	398339	399196	-	285	COG0600P	putative binding-protein-dependent transport system protein
453411	197295191	BCAS0342	399208	400200	-	330	COG0715P	hypothetical protein
453412	197295193	BCAS0344	402092	403492	-	466	COG2141C	hypothetical protein
453412	197295194	BCAS0345	403489	404760	-	423	COG1960I	putative acyl-CoA dehydrogenase protein
453413	197295196	BCAS0347	406299	407126	-	275	COG0600P	putative binding-protein-dependent transport system protein
453413	197295197	BCAS0348	407119	408294	-	391	COG0715P	hypothetical protein
453413	197295198	BCAS0349	408321	409115	-	264	COG1116P	ABC transporter ATP-binding protein
453413	197295199	BCAS0350	409112	410227	-	371	COG1960I	hypothetical protein
453413	197295200	BCAS0351	410200	410766	-	188	COG2128S	carboxymuconolactone decarboxylase family protein
453414	197295202	BCAS0353	412079	413167	-	362	COG2017G	putative aldose 1-epimerase
453414	197295203	BCAS0354	413195	414388	-	397	COG1609K	AraC family regulatory protein
453415	197295205	BCAS0356	416103	417131	+	342	COG4213G	D-xylose-binding periplasmic protein precursor
453415	197295206	BCAS0357	417195	418754	+	519	COG1129G	xylose transporter ATP-binding subunit
453415	197295207	BCAS0358	418751	419950	+	399	COG4214G	xylose transport system permease protein
453415	197295208	BCAS0359	419991	420308	+	105	-	hypothetical protein
453416	197295211	BCAS0362	423919	424869	+	316	COG1893H	putative 2-dehydropantoate 2-reductase
453416	197295212	BCAS0363	424866	425258	+	130	-	glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein
453416	197295213	BCAS0364	425261	425719	+	152	COG2030I	putative maoC domain protein
453416	197295214	BCAS0365	425716	426942	+	408	COG1804C	putative CoA-transferase family protein
453416	197295215	BCAS0366	426939	427772	+	277	COG0169E	putative shikimate dehydrogenase
453417	197295216	BCAS0367	428096	429412	-	438	COG2814G	citrate-proton symporter
453417	197295217	BCAS0368	429479	430681	-	400	COG0247C	citrate utilization protein B
453417	197295218	BCAS0369	430668	432074	-	468	COG1053C	tricarballylate dehydrogenase
453417	197295219	BCAS0370	432149	433090	-	313	COG0583K	LysR family regulatory protein
453418	197295220	BCAS0371	433374	434555	-	393	COG3970R	hypothetical protein
453418	197295221	BCAS0372	434588	436369	-	593	COG0129EG	dihydroxy-acid dehydratase
453419	197295230	BCAS0381	446246	447718	-	490	COG1012C	succinate-semialdehyde dehydrogenase (NADP+)
453419	197295231	BCAS0382	447829	448338	-	169	COG1522K	AnsC family regulatory protein
453419	197295232	BCAS0383	448406	449806	-	466	COG0161H	hypothetical protein
453420	197295233	BCAS0384	449967	450893	-	308	COG0111HE	putative dehydrogenase
453420	197295234	BCAS0385	450906	451766	-	286	COG3153R	putative GNAT family acetyltransferase
453421	197295236	BCAS0388	453248	454864	+	538	COG0747E	putative periplasmic solute-binding protein
453421	197295237	BCAS0389	454944	455897	+	317	COG0601EP	putative binding-protein-dependent transport system protein
453422	197295238	BCAS0390	455928	456887	+	319	COG1173EP	putative binding-protein-dependent transport system protein
453422	197295239	BCAS0391	456957	458132	+	391	COG1123R	ABC transporter ATP-binding protein
453423	197295240	BCAS0392	458329	459606	+	425	COG0665E	putative FAD-binding oxidoreductase
453423	197295241	BCAS0393	459630	460061	+	143	COG2207K	AraC family regulatory protein
453424	197295242	BCAS0394	460181	460915	+	244	COG3450R	hypothetical protein
453424	197295243	BCAS0395	460918	462243	+	441	COG0665E	putative FAD-dependent oxidoreductase
453425	197295244	BCAS0396	462337	463806	+	489	COG1012C	putative dehydrogenase
453425	197295245	BCAS0397	463876	465063	+	395	COG1473R	subfamily M20D metallo peptidase
453426	197295247	BCAS0399	466950	468311	+	453	COG2814G	citrate-proton symporter
453426	197295248	BCAS0400	468370	469152	+	260	COG0725P	putative periplasmic solute-binding protein
453427	197295249	BCAS0401	469177	470505	-	442	COG1301C	aerobic C4-dicarboxylate transport protein
453427	197295250	BCAS0402	470540	471481	-	313	COG0583K	LysR family regulatory protein
453428	197295252	BCAS0404	472373	474508	+	711	-	hypothetical protein
453428	197295253	BCAS0405	474542	475777	+	411	COG4934O	serine-carboxyl peptidase
453429	197295260	BCAS0413	483661	484641	-	326	COG0715P	hypothetical protein
453429	197295261	BCAS0414	484702	485046	-	114	-	hypothetical protein
453430	197295263	BCAS0416	486845	488101	+	418	COG2041R	putative oxidoreductase
453430	197295264	BCAS0417	488094	488618	+	174	-	putative cytochrome c
453430	197295265	BCAS0418	488695	489882	+	395	COG2141C	putative luciferase-like monooxygenase
453431	197295269	BCAS0425	494438	495454	-	338	COG0715P	hypothetical protein
453431	197295270	BCAS0426	495519	496391	-	290	COG2175Q	putative taurine dioxygenase
453432	197295271	BCAS0427	496664	497674	-	336	COG1028IQR	putative short-chain dehydrogenase
453432	197295272	BCAS0428	497738	498022	-	94	-	hypothetical protein
453433	197295274	BCAS0430	498517	498786	-	89	-	hypothetical protein
453433	197295275	BCAS0431	498813	499238	-	141	COG0517R	hypothetical protein
