sgRNA,Locus_tag,Gene,Gene2,Old_locus_tag,KEGG,COG,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,drug,Mean,Z_scores
1898,WQ49_RS12135,WQ49_RS12135,WQ49_RS12135,BCAL0280,3-dehydroquinate biosynthesis I,Amino acid transport and metabolism,0.439259756,2.554132105,2.913156304,0.87675766,0.380618281,0.710193698,C109,,0.890763909
1900,WQ49_RS12225,WQ49_RS12225,WQ49_RS12225,BCAL0261,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",221.5417552,-0.023653155,0.147434368,-0.160431757,0.872540975,0.985157922,C109,,0.116317773
1901,WQ49_RS12230,WQ49_RS12230,WQ49_RS12230,BCAL0260,Metabolic pathways,Transcription,233.4758929,-0.127802639,0.142214623,-0.898660322,0.368833617,0.7069311,C109,,-0.611753173
1902,WQ49_RS12235,WQ49_RS12235,WQ49_RS12235,BCAL0259,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",243.4817703,-0.130203999,0.144820805,-0.899069711,0.36861553,0.7069311,C109,,-0.617325715
1903,WQ49_RS12240,WQ49_RS12240,WQ49_RS12240,BCAL0258,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",186.8164953,-0.153697002,0.148123238,-1.037629236,0.299442701,0.630886913,C109,,-0.762166771
1904,WQ49_RS12260,WQ49_RS12260,WQ49_RS12260,BCAL0254,Bacterial secretion system,"Intracellular trafficking, secretion, and vesicular transport",271.4736219,0.007778406,0.134465721,0.05784676,0.953870692,1,C109,,0.361287605
1905,WQ49_RS12260,WQ49_RS12260,WQ49_RS12260,BCAL0254,Bacterial secretion system,"Intracellular trafficking, secretion, and vesicular transport",320.2227431,-0.607348757,0.165224599,-3.675897902,0.000237014,0.004361063,C109,,-3.428946828
1906,WQ49_RS12320,WQ49_RS12320,WQ49_RS12320,BCAL0242,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",177.0777641,0.417705623,0.154866303,2.697201486,0.006992495,0.059382417,C109,,2.960669984
1907,WQ49_RS12320,WQ49_RS12320,WQ49_RS12320,BCAL0242,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",456.3582907,-0.227981523,0.131310289,-1.736204559,0.082527672,0.306763273,C109,,-1.425471924
1908,WQ49_RS12375,WQ49_RS12375,WQ49_RS12375,BCAL0231,Translation factors,"Translation, ribosomal structure and biogenesis",194.8596182,0.199000643,0.163872298,1.214364144,0.224608701,0.539221405,C109,,1.463353099
1909,WQ49_RS12380,WQ49_RS12380,WQ49_RS12380,BCAL0230,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",0.307398577,2.55517524,3.623015125,0.705262096,0.480647144,0.773786162,C109,,0.716524095
1910,WQ49_RS12385,WQ49_RS12385,WQ49_RS12385,BCAL0229,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",193.8430388,0.092632369,0.16043795,0.577371933,0.56368823,0.838954132,C109,,0.831690766
1911,WQ49_RS12405,WQ49_RS12405,WQ49_RS12405,BCAL0225,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",425.0421239,0.387911987,0.114087889,3.400115382,0.000673574,0.010328138,C109,,3.757755378
1912,WQ49_RS12415,WQ49_RS12415,WQ49_RS12415,BCAL0223,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",268.1039493,0.207148065,0.130151753,1.591588742,0.111477141,0.344161635,C109,,1.90508734
1913,WQ49_RS12830,WQ49_RS12830,WQ49_RS12830,BCAL3530,DNA replication,"Replication, recombination and repair",374.4292223,-0.157667344,0.122418132,-1.287941101,0.197766467,0.496214044,C109,,-0.954637599
1914,WQ49_RS13005,WQ49_RS13005,WQ49_RS13005,BCAL0033,Metabolic pathways,Energy production and conversion,289.1842085,-0.493594894,0.146895553,-3.360175881,0.000778929,0.011314964,C109,,-3.082411229
1915,WQ49_RS13265,WQ49_RS13265,WQ49_RS13265,BCAL0083a,Others,#N/A,415.2462694,0.053364529,0.11859396,0.449976786,0.652727179,0.909268064,C109,,0.79402797
1916,WQ49_RS13270,WQ49_RS13270,WQ49_RS13270,BCAL0084,Others,#N/A,317.1532106,0.085207124,0.141911903,0.600422672,0.548224582,0.829095806,C109,,0.887941838
1917,WQ49_RS13280,WQ49_RS13275,WQ49_RS13275,BCAL0086,Others,#N/A,295.001176,0.302276742,0.153197462,1.973118467,0.048482067,0.217578056,C109,,2.239457032
1918,WQ49_RS13990,WQ49_RS13990,WQ49_RS13990,pBCA002,Others,Transcription,908.6913185,0.217844448,0.094522724,2.304678065,0.02118461,0.141933263,C109,,2.736345612
1919,WQ49_RS14425,WQ49_RS14425,WQ49_RS14425,pBCA002,Others,Transcription,0.071805328,0,5.770299786,0,1,1,C109,,0.007071104
1920,WQ49_RS14960,WQ49_RS14960,WQ49_RS14960,BCAM1305,Others,#N/A,595.0319018,0.087839454,0.102710427,0.855214575,0.392432369,0.717985411,C109,,1.252471146
1921,WQ49_RS15145,WQ49_RS15145,WQ49_RS15145,BCAM1268a,Others,#N/A,225.5103746,0.401083675,0.146503685,2.737703671,0.00618698,0.055987094,C109,,3.016211289
1922,WQ49_RS15155,WQ49_RS15155,WQ49_RS15155,BCAM1267,Arginine and proline metabolism,Amino acid transport and metabolism,287.1591856,0.238176139,0.147813626,1.61132736,0.10710839,0.343339783,C109,,1.887366811
1923,WQ49_RS16225,WQ49_RS16225,WQ49_RS16225,BCAM1046,Others,#N/A,284.805632,-0.118906003,0.134257921,-0.885653539,0.375804252,0.707530156,C109,,-0.581743036
1929,WQ49_RS16480,WQ49_RS16480,WQ49_RS16480,BCAM0995,Folate biosynthesis,Coenzyme transport and metabolism,479.8081351,0.127912264,0.115852613,1.104094775,0.269552028,0.590447299,C109,,1.456287024
1930,WQ49_RS16485,WQ49_RS16485,WQ49_RS16485,BCAM0994,3-hydroxypropanoate cycle,Lipid transport and metabolism,11.32583853,-0.161006926,0.549222314,-0.293154379,0.769404153,0.951772953,C109,,-0.218863165
1931,WQ49_RS16525,WQ49_RS16525,WQ49_RS16525,BCAM0986,2-Oxocarboxylic acid metabolism,Amino acid transport and metabolism,277.3374807,-0.11853849,0.135386898,-0.875553626,0.381272745,0.710193698,C109,,-0.574177402
1932,WQ49_RS16580,WQ49_RS16580,WQ49_RS16580,BCAM0977,Others,Transcription,297.0737857,0.060745052,0.130445407,0.465674131,0.641448772,0.907048805,C109,,0.778466992
1933,WQ49_RS16615,WQ49_RS16615,WQ49_RS16615,BCAM0970,Biosynthesis of antibiotics,Energy production and conversion,391.6942568,0.194430316,0.122269601,1.590177066,0.111794898,0.344161635,C109,,1.923885459
1934,WQ49_RS16615,WQ49_RS16615,WQ49_RS16615,BCAM0970,Biosynthesis of antibiotics,Energy production and conversion,200.1709971,0.028524392,0.18543409,0.153824963,0.87774775,0.986795842,C109,,0.373862132
1935,WQ49_RS16730,WQ49_RS16730,WQ49_RS16730,BCAM0946a,Others,#N/A,730.9328649,-0.14802713,0.111769578,-1.324395538,0.185371716,0.475931103,C109,,-0.959337416
1936,WQ49_RS16825,WQ49_RS16825,WQ49_RS16825,BCAM0928,Others,"Translation, ribosomal structure and biogenesis",682.019149,0.077437221,0.107722447,0.71885873,0.472227967,0.771212538,C109,,1.097632082
1937,WQ49_RS16885,WQ49_RS16885,WQ49_RS16885,BCAM0918,Others,Transcription,660.756817,0.011968454,0.109553096,0.109247974,0.91300581,1,C109,,0.481691964
1938,WQ49_RS16895,WQ49_RS16895,WQ49_RS16895,BCAM0917,DNA Replication,"Replication, recombination and repair",1371.354865,-0.034658889,0.081806014,-0.42367165,0.671805293,0.920189881,C109,,0.075098433
1939,WQ49_RS16925,WQ49_RS16925,WQ49_RS16925,BCAM0911,Biosynthesis of antibiotics,Lipid transport and metabolism,524.1169869,-0.134919489,0.120429378,-1.120320396,0.262577253,0.579770575,C109,,-0.781512767
1940,WQ49_RS17185,WQ49_RS17185,WQ49_RS17185,BCAM0857,Others,Signal transduction mechanisms,237.1248331,0.059392258,0.155920582,0.380913525,0.703267416,0.941866749,C109,,0.642600544
1941,WQ49_RS17425,WQ49_RS17425,WQ49_RS17425,BCAM0808,Others,#N/A,43.4590447,0.398057108,0.293190162,1.357675528,0.174566665,0.454532072,C109,,1.496842517
1943,WQ49_RS18035,WQ49_RS18035,WQ49_RS18035,BCAM0681,Others,Carbohydrate transport and metabolism,304.7754753,0.455633695,0.142587373,3.195470148,0.001396032,0.017513859,C109,,3.481627268
1944,WQ49_RS18245,WQ49_RS18245,WQ49_RS18245,BCAM0639,Others,Signal transduction mechanisms,369.0027033,0.091789464,0.126109698,0.727854124,0.466702889,0.76676474,C109,,1.051400947
1945,WQ49_RS18465,WQ49_RS18465,WQ49_RS18465,BCAM0596,Others,Energy production and conversion,173.8568494,0.004197304,0.163645607,0.025648739,0.97953751,1,C109,,0.274982608
1946,WQ49_RS18590,WQ49_RS18590,WQ49_RS18590,BCAM0572,Others,#N/A,376.2616664,0.043593352,0.116655352,0.373693548,0.708632326,0.942566371,C109,,0.723462261
1947,WQ49_RS18760,WQ49_RS18760,WQ49_RS18760,BCAM0539,Others,Inorganic ion transport and metabolism,200.7129841,-0.056937588,0.158410477,-0.359430695,0.719272916,0.948296381,C109,,-0.101856872
1948,WQ49_RS19165,WQ49_RS19165,WQ49_RS19165,BCAM0457,Others,#N/A,255.5247039,-0.309214881,0.134563969,-2.297902495,0.021567339,0.141933263,C109,,-1.994683198
1950,WQ49_RS19205,WQ49_RS19205,WQ49_RS19205,BCAM0448,Others,Function unknown,424.4575567,-0.079422188,0.121808598,-0.652024485,0.514385377,0.79535218,C109,,-0.317053121
1952,WQ49_RS20055,WQ49_RS20055,WQ49_RS20055,BCAM0277,Others,#N/A,203.9408788,-0.195215576,0.165495584,-1.179581786,0.238166591,0.557067619,C109,,-0.933035074
1953,WQ49_RS20495,WQ49_RS20495,WQ49_RS20495,BCAM0186,Others,#N/A,266.689786,0.438782071,0.135981319,3.226781976,0.001251908,0.016107564,C109,,3.526840781
1954,WQ49_RS20870,WQ49_RS20870,WQ49_RS20870,BCAM0115,Others,#N/A,777.3697252,0.040853924,0.111998991,0.364770468,0.715282752,0.94684911,C109,,0.729080822
1955,WQ49_RS21220,WQ49_RS21220,WQ49_RS21220,BCAM0045,Others,#N/A,0.526325193,2.636431103,2.779112015,0.948659532,0.342793802,0.681515598,C109,,0.963341341
1956,WQ49_RS21425,WQ49_RS21425,WQ49_RS21425,BCAM0004,Others,Transcription,9.756798966,-0.677220454,0.700989624,-0.966091981,0.333998157,0.674724542,C109,,-0.907885139
1957,WQ49_RS21805,WQ49_RS21805,WQ49_RS21805,BCAM2769,Others,General function prediction only,342.3068246,0.170211322,0.121527648,1.400597518,0.161334463,0.439995808,C109,,1.736343275
1958,WQ49_RS22125,WQ49_RS22125,WQ49_RS22125,#N/A,Others,#N/A,18.43685416,-0.273658149,0.474076074,-0.577245223,0.563773812,0.838954132,C109,,-0.49117804
1959,WQ49_RS22225,WQ49_RS22225,WQ49_RS22225,BCAM2688,Amino sugar and nucleotide sugar metabolism,Carbohydrate transport and metabolism,324.6034236,-0.072364579,0.133495221,-0.542076179,0.587766028,0.856816128,C109,,-0.236429341
1960,WQ49_RS22415,WQ49_RS22415,WQ49_RS22415,BCAM2650,(5Z)-dodecenoate biosynthesis II,Function unknown,95.6450267,0.043146474,0.215468013,0.200245381,0.841288677,0.970466061,C109,,0.389611736
1961,WQ49_RS23260,WQ49_RS23260,WQ49_RS23260,BCAL0423,Two-component system,"Replication, recombination and repair",212.195773,-0.144182783,0.162731243,-0.886017832,0.375607918,0.707530156,C109,,-0.635282992
1963,WQ49_RS23555,WQ49_RS23555,WQ49_RS23555,BCAL0480,Others,Cell wall/membrane/envelope biogenesis,205.2124291,0.036637366,0.150246991,0.243847588,0.807348863,0.967911103,C109,,0.515416369
1964,WQ49_RS23565,WQ49_RS23565,WQ49_RS23565,BCAL0482,Others,"Cell cycle control, cell division, chromosome partitioning",166.0406631,0.206617435,0.18074957,1.143114392,0.2529911,0.572060382,C109,,1.368854305
1965,WQ49_RS23690,WQ49_RS23690,WQ49_RS23690,BCAL0507,Biosynthesis of amino acids,Amino acid transport and metabolism,202.6054186,0.119247573,0.167739687,0.710908522,0.477140925,0.773786162,C109,,0.954156813
1966,WQ49_RS23690,WQ49_RS23690,WQ49_RS23690,BCAL0507,Biosynthesis of amino acids,Amino acid transport and metabolism,335.115013,-0.087214797,0.127537549,-0.683836236,0.494078582,0.788240975,C109,,-0.363911692
1967,WQ49_RS23695,WQ49_RS23695,WQ49_RS23695,BCAL0508,Lipopolysaccharide biosynthesis,Cell wall/membrane/envelope biogenesis,176.7889305,0.059088735,0.175230678,0.337205422,0.73596205,0.948296381,C109,,0.570055015
1968,WQ49_RS23715,WQ49_RS23715,WQ49_RS23715,BCAL0512,Others,#N/A,203.5357996,-0.173964917,0.168786267,-1.030681705,0.302690107,0.63530395,C109,,-0.788941705
1969,WQ49_RS23835,WQ49_RS23835,WQ49_RS23835,BCAL0536,Photosynthesis,Energy production and conversion,118.4717026,-0.357046392,0.206575437,-1.728406809,0.083915316,0.306763273,C109,,-1.530888688
1970,WQ49_RS24155,WQ49_RS24155,WQ49_RS24155,BCAL0601,Others,General function prediction only,226.0800259,0.171386476,0.147665787,1.160637674,0.245789278,0.5714019,C109,,1.436953488
1971,WQ49_RS24220,WQ49_RS24220,WQ49_RS24220,BCAL0614,6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,Coenzyme transport and metabolism,233.8921474,0.077432445,0.144364743,0.53636673,0.59170512,0.856816128,C109,,0.819000781
1972,WQ49_RS24330,WQ49_RS24330,WQ49_RS24330,BCAL0634,Others,#N/A,233.1125606,-0.047189306,0.140945866,-0.334804469,0.737772589,0.948296381,C109,,-0.045314657
1974,WQ49_RS24610,WQ49_RS24610,WQ49_RS24610,BCAL0693,Metabolic pathways,Transcription,171.8975779,-0.218854237,0.175967238,-1.2437215,0.21360208,0.524037104,C109,,-1.011846562
1975,WQ49_RS24610,WQ49_RS24610,WQ49_RS24610,BCAL0693,Metabolic pathways,Transcription,86.40275118,0.073800973,0.216389396,0.341056331,0.733061176,0.948296381,C109,,0.529616366
1976,WQ49_RS24695,WQ49_RS24695,WQ49_RS24695,BCAL0710,lipoate biosynthesis and incorporation (yeast),Coenzyme transport and metabolism,231.5087315,0.048873008,0.139660023,0.349942717,0.726381688,0.948296381,C109,,0.642097847
1977,WQ49_RS25075,WQ49_RS25075,WQ49_RS25075,BCAL0787,Others,Transcription,286.4628549,-0.066154274,0.143770214,-0.460138944,0.645416492,0.908851795,C109,,-0.176336124
1978,WQ49_RS25105,WQ49_RS25105,WQ49_RS25105,BCAL0793,Bacterial secretion system,"Intracellular trafficking, secretion, and vesicular transport",452.6349173,-0.168196753,0.138526014,-1.214188933,0.224675586,0.539221405,C109,,-0.919642148
1979,WQ49_RS25130,WQ49_RS25130,WQ49_RS25130,BCAL0798,Others,"Translation, ribosomal structure and biogenesis",116.8532312,-0.304172977,0.175862257,-1.729609197,0.083700122,0.306763273,C109,,-1.497595842
1980,WQ49_RS25140,WQ49_RS25140,WQ49_RS25140,BCAL0800,Biosynthesis of amino acids,Amino acid transport and metabolism,512.3810151,-0.103602268,0.11873593,-0.872543532,0.382911931,0.710193698,C109,,-0.528903725
1981,WQ49_RS25150,WQ49_RS25150,WQ49_RS25150,BCAL0802,Others,#N/A,295.2841448,0.37824708,0.14693968,2.574165671,0.010048215,0.079237349,C109,,2.851846908
1982,WQ49_RS25150,WQ49_RS25150,WQ49_RS25150,BCAL0802,Others,#N/A,267.803004,-0.077702529,0.13482876,-0.576305298,0.564408843,0.838954132,C109,,-0.273681495
1983,WQ49_RS25185,WQ49_RS25185,WQ49_RS25185,BCAL0809,Others,Signal transduction mechanisms,734.7965557,-0.018661736,0.093694923,-0.199175529,0.842125441,0.970466061,C109,,0.236305828
1984,WQ49_RS25190,WQ49_RS25190,WQ49_RS25190,#N/A,Phosphotransferase system (PTS),#N/A,299.3982832,0.017570045,0.146403798,0.120010857,0.904474548,1,C109,,0.398708492
1985,WQ49_RS25205,WQ49_RS25205,WQ49_RS25205,BCAL0814,ABC transporters,General function prediction only,832.280036,0.084429888,0.106375582,0.793696138,0.427372349,0.743135908,C109,,1.177265295
1986,WQ49_RS25500,WQ49_RS25500,WQ49_RS25500,BCAL0873,Biosynthesis of secondary metabolites,Coenzyme transport and metabolism,352.8185338,0.157226869,0.137819999,1.140813162,0.253947682,0.572060382,C109,,1.436868831
1987,WQ49_RS25615,WQ49_RS25615,WQ49_RS25615,BCAL0896,Metabolic pathways,Coenzyme transport and metabolism,0.055253319,-1.307550631,5.76655561,-0.226747251,0.820620283,0.967911103,C109,,-0.219671555
1989,WQ49_RS25645,WQ49_RS25645,WQ49_RS25645,BCAL0902,Lipopolysaccharide biosynthesis,Amino acid transport and metabolism,6.008022219,0.425844868,0.763578049,0.557696582,0.577051592,0.847160848,C109,,0.611132367
1990,WQ49_RS25830,WQ49_RS25830,WQ49_RS25830,BCAL0938a,Others,Function unknown,355.6327534,0.171270883,0.131730281,1.300163349,0.193544989,0.490740771,C109,,1.609905285
1991,WQ49_RS25970,WQ49_RS25970,WQ49_RS25970,BCAL0967,Lipopolysaccharide biosynthesis,Cell wall/membrane/envelope biogenesis,0.485971003,0.055507982,2.875698508,0.019302434,0.984599842,1,C109,,0.033491124
1992,WQ49_RS26290,WQ49_RS26290,WQ49_RS26290,BCAL2782,4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis (yeast),Coenzyme transport and metabolism,399.3819799,0.119218869,0.122216786,0.9754705,0.329326928,0.668339942,C109,,1.309323103
1993,WQ49_RS26315,WQ49_RS26315,WQ49_RS26315,BCAL2777,Others,Cell wall/membrane/envelope biogenesis,162.1436608,0.226910937,0.164705895,1.377673445,0.168304134,0.448944705,C109,,1.625402236
1994,WQ49_RS26315,WQ49_RS26315,WQ49_RS26315,BCAL2777,Others,Cell wall/membrane/envelope biogenesis,235.8315481,0.234248627,0.159026381,1.473017402,0.140746343,0.388459908,C109,,1.72959365
1995,WQ49_RS26375,WQ49_RS26375,WQ49_RS26375,BCAL2765,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",166.1560481,-0.113273196,0.152644232,-0.742073217,0.458042976,0.763866232,C109,,-0.474769358
1996,WQ49_RS26390,WQ49_RS26390,WQ49_RS26390,BCAL2762,Biosynthesis of antibiotics,Nucleotide transport and metabolism,0.187878063,0.099863547,4.799897629,0.020805349,0.98340093,1,C109,,0.029306029
1997,WQ49_RS26395,WQ49_RS26395,WQ49_RS26395,BCAL2761,CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis,Cell wall/membrane/envelope biogenesis,172.204911,0.036959399,0.171705766,0.215248442,0.829573625,0.970466061,C109,,0.452878156
1998,WQ49_RS26400,WQ49_RS26400,WQ49_RS26400,BCAL2760,Others,Function unknown,123.1367238,-0.18979617,0.189442617,-1.001866279,0.316408181,0.648573534,C109,,-0.786485006
1999,WQ49_RS26570,WQ49_RS26570,WQ49_RS26570,BCAL2726,Metabolic pathways,Coenzyme transport and metabolism,294.1452107,0.274984846,0.132404332,2.076856866,0.037814772,0.182527565,C109,,2.385021951
2000,WQ49_RS26570,WQ49_RS26570,WQ49_RS26570,BCAL2726,Metabolic pathways,Coenzyme transport and metabolism,508.6821369,-0.51273985,0.14148093,-3.624091589,0.000289979,0.005002135,C109,,-3.335696594
2001,WQ49_RS26630,WQ49_RS26630,WQ49_RS26630,BCAL2714,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",95.33231443,-0.142570783,0.209780057,-0.679620291,0.496744918,0.790210936,C109,,-0.485119475
2003,WQ49_RS26945,WQ49_RS26945,WQ49_RS26945,BCAL2651,beta-Alanine metabolism,Coenzyme transport and metabolism,0.132092458,1.516324257,5.765111022,0.263017356,0.792537202,0.963797931,C109,,0.270094824
2004,WQ49_RS26950,WQ49_RS26950,WQ49_RS26950,BCAL2650,Others,Function unknown,328.6924222,0.091693027,0.137097676,0.66881533,0.503613286,0.79420874,C109,,0.966430823
2005,WQ49_RS27300,WQ49_RS27300,WQ49_RS27300,BCAL2454,Others,"Replication, recombination and repair",0.083093121,0,5.770299786,0,1,1,C109,,0.007071104
2006,WQ49_RS27330,WQ49_RS27330,WQ49_RS27330,BCAL2448,Others,General function prediction only,200.0142426,-0.027791762,0.149584314,-0.18579329,0.852606867,0.974407848,C109,,0.086978574
2009,WQ49_RS27810,WQ49_RS27810,WQ49_RS27810,BCAL2355,Glycerophospholipid metabolism,Lipid transport and metabolism,99.77987182,-0.541276861,0.214101826,-2.528128193,0.011467247,0.08671124,C109,,-2.337553488
2010,WQ49_RS27880,WQ49_RS27880,WQ49_RS27880,BCAL2342,Metabolic pathways,Energy production and conversion,113.9054969,-0.047299932,0.200139254,-0.236335108,0.813172646,0.967911103,C109,,-0.032465095
2011,WQ49_RS27895,WQ49_RS27895,WQ49_RS27895,BCAL2339,Metabolic pathways,Energy production and conversion,252.7653574,-0.234429504,0.147573485,-1.588561142,0.112159507,0.344161635,C109,,-1.312072502
2013,WQ49_RS28135,WQ49_RS28135,WQ49_RS28135,BCAL2292,Others,"Intracellular trafficking, secretion, and vesicular transport",182.3107377,0.22455867,0.173789725,1.292128575,0.196312621,0.494815375,C109,,1.526908808
2014,WQ49_RS28560,WQ49_RS28560,WQ49_RS28560,BCAL2212,Carbon fixation pathways in prokaryotes,Coenzyme transport and metabolism,150.5359228,-0.549886508,0.178871227,-3.074203251,0.002110656,0.023777184,C109,,-2.846092823
2015,WQ49_RS28650,WQ49_RS28650,WQ49_RS28650,BCAL2196,Others,Function unknown,397.1807336,-0.187308685,0.127145973,-1.473178275,0.140702971,0.388459908,C109,,-1.152268448
2016,WQ49_RS28680,WQ49_RS28680,WQ49_RS28680,BCAL2190,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",207.1522974,0.163834168,0.1468314,1.115797906,0.26450865,0.581708267,C109,,1.393683919
2017,WQ49_RS28710,WQ49_RS28710,WQ49_RS28710,BCAL2185,ABC transporters,Defense mechanisms,201.0037783,-0.010762847,0.158374621,-0.067958155,0.945818945,1,C109,,0.189673983
2018,WQ49_RS28735,WQ49_RS28735,WQ49_RS28735,BCAL2180,CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis,Cell wall/membrane/envelope biogenesis,0.13976776,0,5.770299786,0,1,1,C109,,0.007071104
2020,WQ49_RS28860,WQ49_RS28860,WQ49_RS28860,BCAL2154,Lipopolysaccharide biosynthesis,Function unknown,169.9152877,-0.031905822,0.166205784,-0.191965773,0.847769016,0.971622373,C109,,0.053527441
2021,WQ49_RS28895,WQ49_RS28895,WQ49_RS28895,BCAL2147,Others,"Cell cycle control, cell division, chromosome partitioning",332.2399437,-0.301188739,0.148506277,-2.028121269,0.042547873,0.201892569,C109,,-1.753369299
2022,WQ49_RS29115,WQ49_RS29115,WQ49_RS29115,BCAL2114,Others,"Replication, recombination and repair",7.174295963,-1.226302355,0.755498668,-1.623169447,0.104553187,0.343339783,C109,,-1.569162215
2026,WQ49_RS29180,WQ49_RS29180,WQ49_RS29180,BCAL2101,Biosynthesis of amino acids,Amino acid transport and metabolism,1693.343728,0.137511217,0.101048087,1.360849277,0.173561326,0.45405617,C109,,1.764641107
2027,WQ49_RS29245,WQ49_RS29245,WQ49_RS29245,BCAL2088,Others,"Translation, ribosomal structure and biogenesis",0.99530569,-0.870481103,2.188390346,-0.397772319,0.690798023,0.932396624,C109,,-0.379127386
2028,WQ49_RS29245,WQ49_RS29245,WQ49_RS29245,BCAL2088,Others,"Translation, ribosomal structure and biogenesis",468.1227934,-0.189132563,0.128136264,-1.476026827,0.13993669,0.388459908,C109,,-1.157597127
2029,WQ49_RS29610,WQ49_RS29610,WQ49_RS29610,BCAL2015,Biosynthesis of antibiotics,Lipid transport and metabolism,420.0211476,0.217013276,0.11666953,1.860068146,0.062875885,0.250313627,C109,,2.209794353
2030,WQ49_RS29790,WQ49_RS29790,WQ49_RS29790,BCAL1983,Others,"Cell cycle control, cell division, chromosome partitioning",300.6112878,-0.023873932,0.133980921,-0.17818904,0.858574517,0.979200688,C109,,0.126349784
2031,WQ49_RS29870,WQ49_RS29870,WQ49_RS29870,BCAL1966,Others,General function prediction only,383.6171847,0.008796706,0.124420354,0.070701504,0.943635323,1,C109,,0.398641353
2034,WQ49_RS30025,WQ49_RS30025,WQ49_RS30025,BCAL1935,Others,Carbohydrate transport and metabolism,313.8093819,-0.047392509,0.13506275,-0.350892523,0.725668981,0.948296381,C109,,-0.048793002
2035,WQ49_RS30025,WQ49_RS30025,WQ49_RS30025,BCAL1935,Others,Carbohydrate transport and metabolism,427.0385434,0.237581853,0.113105446,2.100534163,0.035681879,0.17870681,C109,,2.461280649
2036,WQ49_RS30050,WQ49_RS30050,WQ49_RS30050,BCAL1930,Others,#N/A,266.4232698,0.149939687,0.139436966,1.075322355,0.282230431,0.606191431,C109,,1.367944845
2037,WQ49_RS30195,WQ49_RS30195,WQ49_RS30195,BCAL1901,RNA degradation,Transcription,199.587108,-0.193114549,0.169621599,-1.138502113,0.254910877,0.572060382,C109,,-0.897952605
2038,WQ49_RS30200,WQ49_RS30200,WQ49_RS30200,BCAL1900,Others,"Posttranslational modification, protein turnover, chaperones",117.0410439,-0.021593312,0.187722564,-0.11502779,0.908423095,1,C109,,0.102326967
2039,WQ49_RS30285,WQ49_RS30285,WQ49_RS30285,BCAL1883,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",932.8505302,-0.387044996,0.104219549,-3.713746615,0.000204213,0.003887094,C109,,-3.322242404
2040,WQ49_RS30370,WQ49_RS30370,WQ49_RS30370,BCAL1866,Others,General function prediction only,609.0607806,0.398055087,0.108624504,3.664505431,0.000247817,0.004412741,C109,,4.04013331
2041,WQ49_RS30950,WQ49_RS30950,WQ49_RS30950,#N/A,Others,#N/A,412.5171765,0.28604916,0.125238931,2.284027473,0.022369916,0.141933263,C109,,2.609823867
2042,WQ49_RS31080,WQ49_RS31080,WQ49_RS31080,BCAL1730,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)",Coenzyme transport and metabolism,226.5109289,-0.485733072,0.157192573,-3.090051029,0.002001221,0.023115967,C109,,-2.830481564
2043,WQ49_RS31350,WQ49_RS31350,WQ49_RS31350,BCAL1676,beta-Lactam resistance,"Intracellular trafficking, secretion, and vesicular transport",172.5472323,0.111848206,0.162057503,0.690176045,0.490083486,0.784133577,C109,,0.941953294
2044,WQ49_RS31945,WQ49_RS31945,WQ49_RS31945,BCAL1556,Biosynthesis of amino acids,Carbohydrate transport and metabolism,281.7273772,0.112827955,0.137456566,0.820826228,0.411745257,0.735658832,C109,,1.117664664
2045,WQ49_RS32160,WQ49_RS32160,WQ49_RS32160,BCAL1516,2-oxoglutarate decarboxylation to succinyl-CoA,Energy production and conversion,252.2937161,-0.043995603,0.146188443,-0.30095131,0.763451623,0.951772953,C109,,-0.021843117
2046,WQ49_RS32310,WQ49_RS32310,WQ49_RS32310,BCAL1487,Others,"Replication, recombination and repair",457.1496395,0.018112183,0.11345468,0.159642449,0.873162738,0.985157922,C109,,0.519278494
2047,WQ49_RS32315,WQ49_RS32315,WQ49_RS32315,BCAL1486,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",246.4902795,0.121732623,0.167563226,0.726487706,0.467539842,0.76676474,C109,,0.969992162
2048,WQ49_RS32325,WQ49_RS32325,WQ49_RS32325,BCAL1484,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",220.3612959,-0.567570639,0.664189668,-0.854530966,0.392810859,0.717985411,C109,,-0.793099128
